,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.360527 47.6507454),0.03322728912780336,0.0156464,True,False,0.013953470562020285,0.013953470562020285,-122.360527,47.6507454,
1,POINT (-122.3607025 47.65078735),0.03163448496820765,0.0156464,False,False,0.013953460605193809,0.027906931167214093,-122.3607025,47.65078735,0.0
2,POINT (-122.360878 47.6508293),0.03130301193112815,0.0156464,False,True,0.011456672821957949,0.03936360398917204,-122.360878,47.6508293,0.0
3,POINT (-122.360878 47.6507263),0.03188137104594623,0.011176,False,False,0.011456672822665494,0.05082027681183753,-122.360878,47.6507263,0.0
4,POINT (-122.360878 47.6506233),0.03301806334204328,0.011176,False,False,0.01145667282337304,0.06227694963521057,-122.360878,47.6506233,0.0
5,POINT (-122.360878 47.6505203),0.034472539830207954,0.011176,False,False,0.011456672821957949,0.07373362245716852,-122.360878,47.6505203,0.0
6,POINT (-122.360878 47.6504173),0.02960900645256075,0.011176,False,False,0.010843672852832944,0.08457729531000147,-122.360878,47.6504173,0.0
7,POINT (-122.360878 47.65031981111111),0.03805712349414849,0.011176,False,False,0.010843672853540489,0.09542096816354195,-122.360878,47.65031981111111,0.0
8,POINT (-122.360878 47.65022232222222),0.04005483753681219,0.011176,False,False,0.010843672852125398,0.10626464101566735,-122.360878,47.65022232222222,0.0
9,POINT (-122.360878 47.65012483333334),0.05039300343990353,0.011176,False,False,0.010843672852832944,0.11710831386850029,-122.360878,47.65012483333334,0.0
10,POINT (-122.360878 47.650027344444446),0.057024772906303645,0.011176,False,False,0.010843672852832944,0.12795198672133323,-122.360878,47.650027344444446,0.0
11,POINT (-122.360878 47.649929855555555),0.06009190542697928,0.011176,False,False,0.010843672853540489,0.13879565957487372,-122.360878,47.649929855555555,0.0
12,POINT (-122.360878 47.649832366666665),0.06117889149189019,0.011176,False,False,0.010843672852125398,0.14963933242699912,-122.360878,47.649832366666665,0.0
13,POINT (-122.360878 47.64973487777778),0.05818646395206472,0.011176,False,False,0.010843672852832944,0.16048300527983206,-122.360878,47.64973487777778,0.0
14,POINT (-122.360878 47.64963738888889),0.050289885616302675,0.011176,False,False,0.010843672852832944,0.171326678132665,-122.360878,47.64963738888889,0.0
15,POINT (-122.360878 47.6495399),0.04329588861465456,0.011176,False,False,0.012199587706509215,0.18352626583917422,-122.360878,47.6495399,0.0
16,POINT (-122.36088175 47.64943025),0.04801585061550159,0.011176,False,False,0.012199587721511947,0.19572585356068617,-122.36088175,47.64943025,0.0
17,POINT (-122.3608855 47.649320599999996),0.04552016801834117,0.011176,False,False,0.012199587733685253,0.20792544129437143,-122.3608855,47.649320599999996,0.0
18,POINT (-122.36088925 47.64921095),0.053250373053551,0.011176,False,False,0.012199587747317194,0.22012502904168862,-122.36088925,47.64921095,0.0
19,POINT (-122.360893 47.6491013),0.05622120807170896,0.011176,True,False,0.010608545344827802,0.23073357438651643,-122.360893,47.6491013,0.0
20,POINT (-122.360893 47.649005925),0.05827723598480253,0.011176,False,False,0.010608545344120257,0.24134211973063668,-122.360893,47.649005925,0.0
21,POINT (-122.360893 47.64891055),0.059246022820472984,0.011176,False,False,0.010608545343412712,0.2519506650740494,-122.360893,47.64891055,0.0
22,POINT (-122.360893 47.648815175),0.059347366714477795,0.011176,False,False,0.010608545344827802,0.2625592104188772,-122.360893,47.648815175,0.0
23,POINT (-122.360893 47.6487198),0.05645019569397003,0.011176,False,False,0.006362346460559665,0.26892155687943686,-122.360893,47.6487198,0.0
24,POINT (-122.360893 47.6486626),0.06285018289089236,0.011176,False,False,0.010693636167400933,0.2796151930468378,-122.360893,47.6486626,0.0
25,POINT (-122.360893 47.64856646),0.06753900091648135,0.011176,False,False,0.010693636165985843,0.29030882921282364,-122.360893,47.64856646,0.0
26,POINT (-122.360893 47.64847032),0.07190302600860629,0.011176,False,False,0.010693636167400933,0.30100246538022457,-122.360893,47.64847032,0.0
