,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.341812 47.6129417),0.14883640445463836,0.011176,False,False,0.010144933194998675,0.010144933194998675,-122.341812,47.6129417,
1,POINT (-122.34171033333334 47.612881522222224),0.14986540950726593,0.011176,False,False,0.010144939787584524,0.0202898729825832,-122.34171033333334,47.612881522222224,0.0
2,POINT (-122.34160866666667 47.61282134444445),0.15078600827254174,0.011176,False,False,0.010144946379700523,0.030434819362283722,-122.34160866666667,47.61282134444445,0.0
3,POINT (-122.34150700000001 47.612761166666665),0.15159112995253998,0.011176,False,False,0.010144952971813505,0.04057977233409723,-122.34150700000001,47.612761166666665,0.0
4,POINT (-122.34140533333334 47.61270098888889),0.15227370374933485,0.011176,False,False,0.010144959563456636,0.05072473189755387,-122.34140533333334,47.61270098888889,0.0
5,POINT (-122.34130366666666 47.61264081111111),0.15282665886500058,0.011176,False,False,0.010144966155563583,0.06086969805311745,-122.34130366666666,47.61264081111111,0.0
6,POINT (-122.341202 47.61258063333334),0.15324292450161134,0.011176,False,False,0.010144972748601178,0.07101467080171862,-122.341202,47.61258063333334,0.0
7,POINT (-122.34110033333333 47.612520455555554),0.1535154298612413,0.011176,False,False,0.010144979338334704,0.08115965014005333,-122.34110033333333,47.612520455555554,0.0
8,POINT (-122.34099866666666 47.61246027777778),0.15363710414596468,0.011176,False,False,0.01014498593186632,0.09130463607191965,-122.34099866666666,47.61246027777778,0.0
9,POINT (-122.340897 47.6124001),0.15351185313860669,0.011176,False,True,0.010107864046044985,0.10141250011796463,-122.340897,47.6124001,0.0
10,POINT (-122.340795875 47.6123400125),0.15318914047877089,0.011176,False,False,0.010107870579850083,0.1115203706978147,-122.340795875,47.6123400125,0.0
11,POINT (-122.34069475 47.612279925),0.15265102537473135,0.011176,False,False,0.010107877118386238,0.12162824781620094,-122.34069475,47.612279925,0.0
12,POINT (-122.340593625 47.6122198375),0.15187848480542593,0.011176,False,False,0.010107883652185387,0.1317361314683863,-122.340593625,47.6122198375,0.0
13,POINT (-122.3404925 47.612159750000004),0.15093517661094757,0.011176,False,False,0.010107890189284261,0.14184402165767057,-122.3404925,47.612159750000004,0.0
14,POINT (-122.340391375 47.6120996625),0.14987982900937488,0.011176,False,False,0.010107896726407975,0.15195191838407854,-122.340391375,47.6120996625,0.0
15,POINT (-122.34029025 47.612039575),0.14875980575879508,0.011176,False,False,0.010107903261133883,0.16205982164521243,-122.34029025,47.612039575,0.0
16,POINT (-122.340189125 47.6119794875),0.14764262517293383,0.011176,False,False,0.010107909798719499,0.17216773144393194,-122.340189125,47.6119794875,0.0
17,POINT (-122.340088 47.6119194),0.14659245332082202,0.011176,False,False,0.015932856270798757,0.1881005877147307,-122.340088,47.6119194,0.0
18,POINT (-122.33992 47.6118317),0.14562188839912502,0.011176,False,False,0.010514917662826168,0.19861550537755687,-122.33992,47.6118317,0.0
19,POINT (-122.339813 47.6117706),0.1447866001129159,0.011176,False,False,0.012478662345077073,0.21109416772263395,-122.339813,47.6117706,0.0
20,POINT (-122.339691 47.6116943),0.1438517583211272,0.011176,False,False,0.010785505102589391,0.22187967282522333,-122.339691,47.6116943,0.0
21,POINT (-122.339584 47.6116295),0.13767094326019372,0.011176,False,True,0.00895290683233303,0.23083257965755635,-122.339584,47.6116295,0.0
22,POINT (-122.3395 47.6115723),0.14078895004590433,0.011176,False,False,0.005817950268011462,0.23665052992556782,-122.3395,47.6115723,0.0
23,POINT (-122.339447 47.6115341),0.14346887747446782,0.011176,False,False,0.005798155577018556,0.24244868550258636,-122.339447,47.6115341,0.0
24,POINT (-122.339401 47.6114922),0.1456806492010761,0.011176,False,False,0.0062094102610334686,0.24865809576361983,-122.339401,47.6114922,0.0
