0,1,rt,bus,dir
100001_4343_0,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.6171532, -122.352928)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.6181145, -122.354568)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.6181145, -122.354568)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.6181145, -122.354568)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.6196327, -122.355431)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.6196327, -122.355431)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 34, 720347), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 45, 163655), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 58, 55, 749509), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 59, 6, 264420), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 59, 16, 783232), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 59, 27, 333053), (47.62115, -122.355423)), (datetime.datetime(2025, 1, 31, 12, 59, 37, 851257), (47.62458, -122.356544)), (datetime.datetime(2025, 1, 31, 12, 59, 48, 357039), (47.6245842, -122.357323)), (datetime.datetime(2025, 1, 31, 12, 59, 58, 898932), (47.6245842, -122.357323)), (datetime.datetime(2025, 1, 31, 13, 0, 9, 432783), (47.6245842, -122.357323)), (datetime.datetime(2025, 1, 31, 13, 0, 19, 970869), (47.62623, -122.359306)), (datetime.datetime(2025, 1, 31, 13, 0, 30, 440452), (47.62623, -122.359306)), (datetime.datetime(2025, 1, 31, 13, 0, 40, 948445), (47.62623, -122.359306)), (datetime.datetime(2025, 1, 31, 13, 0, 51, 493527), (47.62672, -122.359428)), (datetime.datetime(2025, 1, 31, 13, 1, 1, 974148), (47.62672, -122.359428)), (datetime.datetime(2025, 1, 31, 13, 1, 12, 416584), (47.62672, -122.359428)), (datetime.datetime(2025, 1, 31, 13, 1, 22, 841264), (47.6267281, -122.361107)), (datetime.datetime(2025, 1, 31, 13, 1, 33, 360400), (47.62674, -122.363556)), (datetime.datetime(2025, 1, 31, 13, 1, 43, 896171), (47.62674, -122.363556)), (datetime.datetime(2025, 1, 31, 13, 1, 54, 533761), (47.62728, -122.3651)), (datetime.datetime(2025, 1, 31, 13, 2, 5, 62304), (47.62728, -122.3651)), (datetime.datetime(2025, 1, 31, 13, 2, 15, 599172), (47.6278, -122.366455)), (datetime.datetime(2025, 1, 31, 13, 2, 26, 119976), (47.6278, -122.366455)), (datetime.datetime(2025, 1, 31, 13, 2, 36, 628990), (47.6282234, -122.367538)), (datetime.datetime(2025, 1, 31, 13, 2, 47, 170989), (47.6282234, -122.367538)), (datetime.datetime(2025, 1, 31, 13, 2, 57, 818517), (47.6282234, -122.367538)), (datetime.datetime(2025, 1, 31, 13, 3, 8, 430458), (47.63062, -122.3696)), (datetime.datetime(2025, 1, 31, 13, 3, 18, 886004), (47.6315422, -122.370415)), (datetime.datetime(2025, 1, 31, 13, 3, 29, 364723), (47.6315422, -122.370415)), (datetime.datetime(2025, 1, 31, 13, 3, 39, 904099), (47.6328, -122.3704)), (datetime.datetime(2025, 1, 31, 13, 3, 50, 435411), (47.6352921, -122.370361)), (datetime.datetime(2025, 1, 31, 13, 4, 0, 950353), (47.6352921, -122.370361)), (datetime.datetime(2025, 1, 31, 13, 4, 11, 478387), (47.6361542, -122.370354)), (datetime.datetime(2025, 1, 31, 13, 4, 22, 211988), (47.6361542, -122.370354)), (datetime.datetime(2025, 1, 31, 13, 4, 32, 786333), (47.6361542, -122.370354)), (datetime.datetime(2025, 1, 31, 13, 4, 43, 341365), (47.63819, -122.370323)), (datetime.datetime(2025, 1, 31, 13, 4, 53, 904546), (47.63819, -122.370323)), (datetime.datetime(2025, 1, 31, 13, 5, 4, 411459), (47.63819, -122.370323)), (datetime.datetime(2025, 1, 31, 13, 5, 15, 349850), (47.63819, -122.370323)), (datetime.datetime(2025, 1, 31, 13, 5, 25, 862540), (47.64004, -122.370094)), (datetime.datetime(2025, 1, 31, 13, 5, 36, 500800), (47.6411629, -122.370071)), (datetime.datetime(2025, 1, 31, 13, 5, 46, 975376), (47.6424942, -122.370056)), (datetime.datetime(2025, 1, 31, 13, 5, 57, 526016), (47.6444626, -122.370186)), (datetime.datetime(2025, 1, 31, 13, 6, 8, 87282), (47.6444626, -122.370186)), (datetime.datetime(2025, 1, 31, 13, 6, 18, 549870), (47.6444626, -122.370186)), (datetime.datetime(2025, 1, 31, 13, 6, 29, 79301), (47.6444626, -122.370186)), (datetime.datetime(2025, 1, 31, 13, 6, 39, 608992), (47.6450348, -122.3698)), (datetime.datetime(2025, 1, 31, 13, 6, 50, 47409), (47.6450348, -122.3698)), (datetime.datetime(2025, 1, 31, 13, 7, 0, 489671), (47.6451225, -122.36937)), (datetime.datetime(2025, 1, 31, 13, 7, 11, 17735), (47.6458549, -122.369438))]",100001,4343,0
100001_4405_1,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.61858, -122.355942)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.61858, -122.355873)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.61858, -122.355873)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.61858, -122.355873)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.61858, -122.355873)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.61858, -122.355873)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.61859, -122.352585)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.6185875, -122.351707)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.6185875, -122.351707)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.6185875, -122.351707)), (datetime.datetime(2025, 1, 31, 12, 58, 34, 720347), (47.6185875, -122.351669)), (datetime.datetime(2025, 1, 31, 12, 58, 45, 163655), (47.6185875, -122.351669)), (datetime.datetime(2025, 1, 31, 12, 58, 55, 749509), (47.6185875, -122.351486)), (datetime.datetime(2025, 1, 31, 12, 59, 6, 264420), (47.6184158, -122.35112)), (datetime.datetime(2025, 1, 31, 12, 59, 16, 783232), (47.6184158, -122.35112)), (datetime.datetime(2025, 1, 31, 12, 59, 27, 333053), (47.6184158, -122.35112)), (datetime.datetime(2025, 1, 31, 12, 59, 37, 851257), (47.61747, -122.349472)), (datetime.datetime(2025, 1, 31, 12, 59, 48, 357039), (47.61747, -122.349472)), (datetime.datetime(2025, 1, 31, 12, 59, 58, 898932), (47.61747, -122.349472)), (datetime.datetime(2025, 1, 31, 13, 0, 9, 432783), (47.61747, -122.349472))]",100001,4405,1
100001_4347_0,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.6040573, -122.332588)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.6040573, -122.332588)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.6040573, -122.332588)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.6040573, -122.332588)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.60509, -122.333534)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.60509, -122.333534)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.60547, -122.333878)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.60547, -122.333878)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.60547, -122.333878)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.60547, -122.333878)), (datetime.datetime(2025, 1, 31, 12, 58, 34, 720347), (47.6068, -122.335091)), (datetime.datetime(2025, 1, 31, 12, 58, 45, 163655), (47.6068, -122.335091)), (datetime.datetime(2025, 1, 31, 12, 58, 55, 749509), (47.6072273, -122.335487)), (datetime.datetime(2025, 1, 31, 12, 59, 6, 264420), (47.6075859, -122.335815)), (datetime.datetime(2025, 1, 31, 12, 59, 16, 783232), (47.6075859, -122.335815)), (datetime.datetime(2025, 1, 31, 12, 59, 27, 333053), (47.6075859, -122.335815)), (datetime.datetime(2025, 1, 31, 12, 59, 37, 851257), (47.6083069, -122.336472)), (datetime.datetime(2025, 1, 31, 12, 59, 48, 357039), (47.6083069, -122.336472)), (datetime.datetime(2025, 1, 31, 12, 59, 58, 898932), (47.6083069, -122.336472)), (datetime.datetime(2025, 1, 31, 13, 0, 9, 432783), (47.6083069, -122.336472)), (datetime.datetime(2025, 1, 31, 13, 0, 19, 970869), (47.60961, -122.337669)), (datetime.datetime(2025, 1, 31, 13, 0, 30, 440452), (47.60961, -122.337669)), (datetime.datetime(2025, 1, 31, 13, 0, 40, 948445), (47.60961, -122.337669)), (datetime.datetime(2025, 1, 31, 13, 0, 51, 493527), (47.6096344, -122.337685)), (datetime.datetime(2025, 1, 31, 13, 1, 1, 974148), (47.6096344, -122.337685)), (datetime.datetime(2025, 1, 31, 13, 1, 12, 416584), (47.6096344, -122.337685)), (datetime.datetime(2025, 1, 31, 13, 1, 22, 841264), (47.61048, -122.338463)), (datetime.datetime(2025, 1, 31, 13, 1, 33, 360400), (47.6105881, -122.338562)), (datetime.datetime(2025, 1, 31, 13, 1, 43, 896171), (47.6105881, -122.338562)), (datetime.datetime(2025, 1, 31, 13, 1, 54, 533761), (47.6116829, -122.339668)), (datetime.datetime(2025, 1, 31, 13, 2, 5, 62304), (47.6116829, -122.339668)), (datetime.datetime(2025, 1, 31, 13, 2, 15, 599172), (47.61253, -122.341118)), (datetime.datetime(2025, 1, 31, 13, 2, 26, 119976), (47.61253, -122.341118)), (datetime.datetime(2025, 1, 31, 13, 2, 36, 628990), (47.6129379, -122.341805)), (datetime.datetime(2025, 1, 31, 13, 2, 47, 170989), (47.6129379, -122.341805)), (datetime.datetime(2025, 1, 31, 13, 2, 57, 818517), (47.6129379, -122.341805)), (datetime.datetime(2025, 1, 31, 13, 3, 8, 430458), (47.6129379, -122.341805)), (datetime.datetime(2025, 1, 31, 13, 3, 18, 886004), (47.61299, -122.341896)), (datetime.datetime(2025, 1, 31, 13, 3, 29, 364723), (47.61299, -122.341896)), (datetime.datetime(2025, 1, 31, 13, 3, 39, 904099), (47.6139946, -122.34359)), (datetime.datetime(2025, 1, 31, 13, 3, 50, 435411), (47.6150665, -122.345406)), (datetime.datetime(2025, 1, 31, 13, 4, 0, 950353), (47.6150665, -122.345406)), (datetime.datetime(2025, 1, 31, 13, 4, 11, 478387), (47.61513, -122.345512)), (datetime.datetime(2025, 1, 31, 13, 4, 22, 211988), (47.61513, -122.345512)), (datetime.datetime(2025, 1, 31, 13, 4, 32, 786333), (47.61513, -122.345512)), (datetime.datetime(2025, 1, 31, 13, 4, 43, 341365), (47.61591, -122.346832)), (datetime.datetime(2025, 1, 31, 13, 4, 53, 904546), (47.61591, -122.346832)), (datetime.datetime(2025, 1, 31, 13, 5, 4, 411459), (47.61591, -122.346832)), (datetime.datetime(2025, 1, 31, 13, 5, 15, 349850), (47.61591, -122.346832)), (datetime.datetime(2025, 1, 31, 13, 5, 25, 862540), (47.61638, -122.347626)), (datetime.datetime(2025, 1, 31, 13, 5, 36, 500800), (47.6171646, -122.348953)), (datetime.datetime(2025, 1, 31, 13, 5, 46, 975376), (47.617588, -122.34967)), (datetime.datetime(2025, 1, 31, 13, 5, 57, 526016), (47.618103, -122.350548)), (datetime.datetime(2025, 1, 31, 13, 6, 8, 87282), (47.618103, -122.350548)), (datetime.datetime(2025, 1, 31, 13, 6, 18, 549870), (47.618103, -122.350548)), (datetime.datetime(2025, 1, 31, 13, 6, 29, 79301), (47.618103, -122.350548)), (datetime.datetime(2025, 1, 31, 13, 6, 39, 608992), (47.61711, -122.352234)), (datetime.datetime(2025, 1, 31, 13, 6, 50, 47409), (47.61711, -122.352234)), (datetime.datetime(2025, 1, 31, 13, 7, 0, 489671), (47.6171532, -122.352928)), (datetime.datetime(2025, 1, 31, 13, 7, 11, 17735), (47.6171951, -122.353))]",100001,4347,0
100001_4320_0,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.63984, -122.370155)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.6411171, -122.370071)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.6411171, -122.370071)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.6411171, -122.370071)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.64373, -122.370193)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.64373, -122.370193)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.64556, -122.369377)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.6458054, -122.369705)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.6458054, -122.369705)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.6458054, -122.369705))]",100001,4320,0
100002_4367_0,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.6121254, -122.3354)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.61171, -122.336395)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.61171, -122.336395)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.61171, -122.336395)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.6116943, -122.336433)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.6116943, -122.336433)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.61129, -122.337395)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.61098, -122.338135)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.61098, -122.338135)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.61098, -122.338135)), (datetime.datetime(2025, 1, 31, 12, 58, 34, 720347), (47.61105, -122.337975)), (datetime.datetime(2025, 1, 31, 12, 58, 45, 163655), (47.61105, -122.337975)), (datetime.datetime(2025, 1, 31, 12, 58, 55, 749509), (47.61097, -122.338165)), (datetime.datetime(2025, 1, 31, 12, 59, 6, 264420), (47.61097, -122.338165)), (datetime.datetime(2025, 1, 31, 12, 59, 16, 783232), (47.61097, -122.338165)), (datetime.datetime(2025, 1, 31, 12, 59, 27, 333053), (47.61097, -122.338165)), (datetime.datetime(2025, 1, 31, 12, 59, 37, 851257), (47.61097, -122.338165)), (datetime.datetime(2025, 1, 31, 12, 59, 48, 357039), (47.6108246, -122.338509)), (datetime.datetime(2025, 1, 31, 12, 59, 58, 898932), (47.6108246, -122.338509)), (datetime.datetime(2025, 1, 31, 13, 0, 9, 432783), (47.6108246, -122.338509)), (datetime.datetime(2025, 1, 31, 13, 0, 19, 970869), (47.6099548, -122.339516)), (datetime.datetime(2025, 1, 31, 13, 0, 30, 440452), (47.6099548, -122.339516)), (datetime.datetime(2025, 1, 31, 13, 0, 40, 948445), (47.6099548, -122.339516)), (datetime.datetime(2025, 1, 31, 13, 0, 51, 493527), (47.60955, -122.339149)), (datetime.datetime(2025, 1, 31, 13, 1, 1, 974148), (47.60955, -122.339149)), (datetime.datetime(2025, 1, 31, 13, 1, 12, 416584), (47.60955, -122.339149)), (datetime.datetime(2025, 1, 31, 13, 1, 22, 841264), (47.6093559, -122.33873)), (datetime.datetime(2025, 1, 31, 13, 1, 33, 360400), (47.6094131, -122.3386)), (datetime.datetime(2025, 1, 31, 13, 1, 43, 896171), (47.6094131, -122.3386)), (datetime.datetime(2025, 1, 31, 13, 1, 54, 533761), (47.60976, -122.337769)), (datetime.datetime(2025, 1, 31, 13, 2, 5, 62304), (47.60976, -122.337769)), (datetime.datetime(2025, 1, 31, 13, 2, 15, 599172), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 2, 26, 119976), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 2, 36, 628990), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 2, 47, 170989), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 2, 57, 818517), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 3, 8, 430458), (47.6101265, -122.336891)), (datetime.datetime(2025, 1, 31, 13, 3, 18, 886004), (47.610157, -122.336823)), (datetime.datetime(2025, 1, 31, 13, 3, 29, 364723), (47.610157, -122.336823)), (datetime.datetime(2025, 1, 31, 13, 3, 39, 904099), (47.61051, -122.335976)), (datetime.datetime(2025, 1, 31, 13, 3, 50, 435411), (47.6108742, -122.335106)), (datetime.datetime(2025, 1, 31, 13, 4, 0, 950353), (47.6108742, -122.335106)), (datetime.datetime(2025, 1, 31, 13, 4, 11, 478387), (47.6110954, -122.334572)), (datetime.datetime(2025, 1, 31, 13, 4, 22, 211988), (47.6110954, -122.334572)), (datetime.datetime(2025, 1, 31, 13, 4, 32, 786333), (47.6110954, -122.334572)), (datetime.datetime(2025, 1, 31, 13, 4, 43, 341365), (47.6119347, -122.332573)), (datetime.datetime(2025, 1, 31, 13, 4, 53, 904546), (47.6119347, -122.332573)), (datetime.datetime(2025, 1, 31, 13, 5, 4, 411459), (47.6119347, -122.332573)), (datetime.datetime(2025, 1, 31, 13, 5, 15, 349850), (47.6119347, -122.332573)), (datetime.datetime(2025, 1, 31, 13, 5, 25, 862540), (47.61252, -122.331177)), (datetime.datetime(2025, 1, 31, 13, 5, 36, 500800), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 5, 46, 975376), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 5, 57, 526016), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 6, 8, 87282), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 6, 18, 549870), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 6, 29, 79301), (47.6132736, -122.329384)), (datetime.datetime(2025, 1, 31, 13, 6, 39, 608992), (47.613842, -122.328011)), (datetime.datetime(2025, 1, 31, 13, 6, 50, 47409), (47.613842, -122.328011)), (datetime.datetime(2025, 1, 31, 13, 7, 0, 489671), (47.613842, -122.328011)), (datetime.datetime(2025, 1, 31, 13, 7, 11, 17735), (47.613842, -122.328011))]",100002,4367,0
100002_4344_1,"[(datetime.datetime(2025, 1, 31, 12, 56, 48, 969375), (47.5991325, -122.319283)), (datetime.datetime(2025, 1, 31, 12, 56, 59, 499405), (47.5991669, -122.318619)), (datetime.datetime(2025, 1, 31, 12, 57, 10, 868243), (47.5991669, -122.318619)), (datetime.datetime(2025, 1, 31, 12, 57, 21, 344941), (47.5991669, -122.318619)), (datetime.datetime(2025, 1, 31, 12, 57, 31, 854268), (47.5992, -122.3174)), (datetime.datetime(2025, 1, 31, 12, 57, 42, 320379), (47.5992, -122.3174)), (datetime.datetime(2025, 1, 31, 12, 57, 52, 806892), (47.5995674, -122.317032)), (datetime.datetime(2025, 1, 31, 12, 58, 3, 260618), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 58, 13, 835275), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 58, 24, 291237), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 58, 34, 720347), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 58, 45, 163655), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 58, 55, 749509), (47.6004829, -122.317)), (datetime.datetime(2025, 1, 31, 12, 59, 6, 264420), (47.6016655, -122.317749)), (datetime.datetime(2025, 1, 31, 12, 59, 16, 783232), (47.6016655, -122.317749)), (datetime.datetime(2025, 1, 31, 12, 59, 27, 333053), (47.6016655, -122.317749)), (datetime.datetime(2025, 1, 31, 12, 59, 37, 851257), (47.60255, -122.318787)), (datetime.datetime(2025, 1, 31, 12, 59, 48, 357039), (47.60255, -122.318787)), (datetime.datetime(2025, 1, 31, 12, 59, 58, 898932), (47.60255, -122.318787)), (datetime.datetime(2025, 1, 31, 13, 0, 9, 432783), (47.60255, -122.318787)), (datetime.datetime(2025, 1, 31, 13, 0, 19, 970869), (47.60445, -122.320686)), (datetime.datetime(2025, 1, 31, 13, 0, 30, 440452), (47.60445, -122.320686)), (datetime.datetime(2025, 1, 31, 13, 0, 40, 948445), (47.60445, -122.320686)), (datetime.datetime(2025, 1, 31, 13, 0, 51, 493527), (47.6049156, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 1, 1, 974148), (47.6049156, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 1, 12, 416584), (47.6049156, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 1, 22, 841264), (47.6061172, -122.320847)), (datetime.datetime(2025, 1, 31, 13, 1, 33, 360400), (47.6067657, -122.320786)), (datetime.datetime(2025, 1, 31, 13, 1, 43, 896171), (47.6067657, -122.320786)), (datetime.datetime(2025, 1, 31, 13, 1, 54, 533761), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 5, 62304), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 15, 599172), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 26, 119976), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 36, 628990), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 47, 170989), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 2, 57, 818517), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 3, 8, 430458), (47.6070175, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 3, 18, 886004), (47.608017, -122.320816)), (datetime.datetime(2025, 1, 31, 13, 3, 29, 364723), (47.608017, -122.320816)), (datetime.datetime(2025, 1, 31, 13, 3, 39, 904099), (47.6091843, -122.3208)), (datetime.datetime(2025, 1, 31, 13, 3, 50, 435411), (47.6103, -122.3208)), (datetime.datetime(2025, 1, 31, 13, 4, 0, 950353), (47.6103, -122.3208)), (datetime.datetime(2025, 1, 31, 13, 4, 11, 478387), (47.6110344, -122.32077)), (datetime.datetime(2025, 1, 31, 13, 4, 22, 211988), (47.6110344, -122.32077)), (datetime.datetime(2025, 1, 31, 13, 4, 32, 786333), (47.6110344, -122.32077)), (datetime.datetime(2025, 1, 31, 13, 4, 43, 341365), (47.6128, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 4, 53, 904546), (47.6128, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 5, 4, 411459), (47.6128, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 5, 15, 349850), (47.6128, -122.320747)), (datetime.datetime(2025, 1, 31, 13, 5, 25, 862540), (47.6146, -122.320732)), (datetime.datetime(2025, 1, 31, 13, 5, 36, 500800), (47.6152344, -122.3208)), (datetime.datetime(2025, 1, 31, 13, 5, 46, 975376), (47.61595, -122.320831)), (datetime.datetime(2025, 1, 31, 13, 5, 57, 526016), (47.6179657, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 6, 8, 87282), (47.6179657, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 6, 18, 549870), (47.6179657, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 6, 29, 79301), (47.6179657, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 6, 39, 608992), (47.6185341, -122.320869)), (datetime.datetime(2025, 1, 31, 13, 6, 50, 47409), (47.6185341, -122.320869)), (datetime.datetime(2025, 1, 31, 13, 7, 0, 489671), (47.6193161, -122.320885)), (datetime.datetime(2025, 1, 31, 13, 7, 11, 17735), (47.6194839, -122.320869))]",100002,4344,1
