,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.305962 47.6497078),0.0720539687149788,0.011176,False,True,0.003985373969280409,0.003985373969280409,-122.305962,47.6497078,
1,POINT (-122.306007 47.6497269),0.07198972460901282,0.011176,False,False,0.011487835380329381,0.01547320934960979,-122.306007,47.6497269,0.0
2,POINT (-122.30612783333333 47.649790466666666),0.07192169114767617,0.011176,False,False,0.011487826691831921,0.026961036041441712,-122.30612783333333,47.649790466666666,0.0
3,POINT (-122.30624866666666 47.649854033333334),0.07185207233189507,0.011176,False,False,0.011487818007402239,0.03844885404884395,-122.30624866666666,47.649854033333334,0.0
4,POINT (-122.30636949999999 47.649917599999995),0.07178307216259569,0.011176,False,False,0.01148780932383873,0.049936663372682676,-122.30636949999999,47.649917599999995,0.0
5,POINT (-122.30649033333333 47.64998116666666),0.07171689464070424,0.011176,False,False,0.011487800636829618,0.06142446400951229,-122.30649033333333,47.64998116666666,0.0
6,POINT (-122.30661116666667 47.65004473333333),0.07165574376714694,0.011176,False,False,0.0114877919513184,0.07291225596083069,-122.30661116666667,47.65004473333333,0.0
7,POINT (-122.306732 47.6501083),0.07160182354284998,0.011176,False,False,0.0001,0.07301225596083069,-122.306732,47.6501083,0.0
8,POINT (-122.306732 47.6501083),0.0715268872976306,0.011176,False,False,0.01119905242466848,0.08421130838549917,-122.306732,47.6501083,0.0
9,POINT (-122.30685085714285 47.65016934285714),0.07154855510734405,0.011176,False,False,0.011199044146947413,0.09541035253244659,-122.30685085714285,47.65016934285714,0.0
10,POINT (-122.30696971428571 47.65023038571429),0.07158260803563284,0.011176,False,False,0.011199035868363913,0.10660938840081051,-122.30696971428571,47.65023038571429,0.0
11,POINT (-122.30708857142857 47.65029142857143),0.07162254636060654,0.011176,False,False,0.01119902759020491,0.11780841599101542,-122.30708857142857,47.65029142857143,0.0
12,POINT (-122.30720742857143 47.65035247142857),0.07161503169082489,0.011176,False,False,0.01119901931204142,0.12900743530305683,-122.30720742857143,47.65035247142857,0.0
13,POINT (-122.30732628571428 47.65041351428571),0.07159265736738869,0.011176,False,False,0.011199011035818609,0.14020644633887544,-122.30732628571428,47.65041351428571,0.0
14,POINT (-122.30744514285715 47.65047455714286),0.0715547587303891,0.011176,False,False,0.011199002755700994,0.15140544909457643,-122.30744514285715,47.65047455714286,0.0
15,POINT (-122.307564 47.6505356),0.0714697553487054,0.011176,False,True,0.0001,0.15150544909457642,-122.307564,47.6505356,0.0
16,POINT (-122.307564 47.6505356),0.07136319134916606,0.011176,False,False,0.010096442314836326,0.16160189140941275,-122.307564,47.6505356,0.0
17,POINT (-122.30767083333333 47.650590916666665),0.0712031057108019,0.011176,False,False,0.01009643559235307,0.17169832700176582,-122.30767083333333,47.650590916666665,0.0
