,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.328041 47.5992012),0.04665412609393777,0.011176,False,False,0.001725084806079719,0.001725084806079719,-122.328041,47.5992012,
1,POINT (-122.328064 47.5992012),0.04590060395460859,0.011176,False,False,0.011638072139147353,0.013363156945227071,-122.328064,47.5992012,0.0
2,POINT (-122.32821916666667 47.5992012),0.044925838603839974,0.011176,False,False,0.011638072139147353,0.025001229084374424,-122.32821916666667,47.5992012,0.0
3,POINT (-122.32837433333333 47.5992012),0.04382976986367104,0.011176,False,False,0.011638072139147353,0.03663930122352178,-122.32837433333333,47.5992012,0.0
4,POINT (-122.3285295 47.5992012),0.04271233755614093,0.011176,False,False,0.011638072141055777,0.048277373364577554,-122.3285295,47.5992012,0.0
5,POINT (-122.32868466666667 47.5992012),0.041294338226318464,0.011176,False,False,0.011638072137238926,0.05991544550181648,-122.32868466666667,47.5992012,0.0
6,POINT (-122.32883983333333 47.5992012),0.040707490706443895,0.011176,False,False,0.011638072141055777,0.07155351764287227,-122.32883983333333,47.5992012,0.0
7,POINT (-122.328995 47.5992012),0.04028017268180858,0.011176,False,False,0.0001,0.07165351764287227,-122.328995,47.5992012,0.0
8,POINT (-122.328995 47.5992012),0.04000672185421001,0.011176,False,False,0.008025394535701206,0.07967891217857348,-122.328995,47.5992012,0.0
9,POINT (-122.329102 47.5992012),0.03979679369926465,0.011176,False,False,0.008550420346661952,0.08822933252523543,-122.329102,47.5992012,0.0
10,POINT (-122.329216 47.5992012),0.03932956922054304,0.011176,False,False,0.011625571524873302,0.09985490405010873,-122.329216,47.5992012,0.0
11,POINT (-122.329371 47.5992012),0.0391963632822038,0.011176,False,False,0.011625571524873302,0.11148047557498203,-122.329371,47.5992012,0.0
12,POINT (-122.329526 47.5992012),0.03937067925930035,0.011176,False,False,0.011625571522964876,0.12310604709794691,-122.329526,47.5992012,0.0
13,POINT (-122.329681 47.5992012),0.038445374846458574,0.011176,False,False,0.01055779431061753,0.13366384140856444,-122.329681,47.5992012,0.0
14,POINT (-122.32975537499999 47.599281787500004),0.039272648978233446,0.011176,False,False,0.010557789769493996,0.14422163117805845,-122.32975537499999,47.599281787500004,0.0
15,POINT (-122.32982974999999 47.599362375),0.03946195437908182,0.011176,False,False,0.010557785230772538,0.15477941640883097,-122.32982974999999,47.599362375,0.0
16,POINT (-122.329904125 47.5994429625),0.039006369519233794,0.011176,False,False,0.010557780690248137,0.1653371970990791,-122.329904125,47.5994429625,0.0
17,POINT (-122.3299785 47.59952355),0.03792537920475014,0.011176,False,False,0.010557776150323666,0.17589497324940276,-122.3299785,47.59952355,0.0
18,POINT (-122.33005287499999 47.5996041375),0.036265971076488566,0.011176,False,False,0.010557771610999122,0.1864527448604019,-122.33005287499999,47.5996041375,0.0
19,POINT (-122.33012725 47.599684725),0.03424409861564643,0.011176,False,False,0.0105577670688633,0.1970105119292652,-122.33012725,47.599684725,0.0
20,POINT (-122.330201625 47.5997653125),0.03262346202135093,0.011176,False,False,0.010557762531146228,0.20756827446041143,-122.330201625,47.5997653125,0.0
21,POINT (-122.330276 47.5998459),0.031235151433944775,0.011176,False,False,0.010605764598349277,0.2181740390587607,-122.330276,47.5998459,0.0
