,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.306213 47.6505623),0.06637884580172021,0.0089408,False,False,0.008061955997054214,0.008061955997054214,-122.306213,47.6505623,
1,POINT (-122.30632 47.6505547),0.06979394967215398,0.0089408,False,False,0.011988806170023857,0.020050762167078073,-122.30632,47.6505547,0.0
2,POINT (-122.30648 47.6505547),0.0719920005074271,0.0089408,False,False,0.013787127095050008,0.03383788926212808,-122.30648,47.6505547,0.0
3,POINT (-122.306664 47.6505547),0.07317864890389147,0.0089408,False,False,0.010921579737867046,0.044759468999995125,-122.306664,47.6505547,0.0
4,POINT (-122.306808 47.6505699),0.073559545457899,0.0089408,False,False,0.006350635371863607,0.051110104371858735,-122.306808,47.6505699,0.0
5,POINT (-122.306892 47.6505775),0.07334034076580154,0.0089408,False,False,0.00915174721111313,0.06026185158297186,-122.306892,47.6505775,0.0
6,POINT (-122.307014 47.6505814),0.07272668542395083,0.0089408,False,False,0.017883716965822215,0.07814556854879408,-122.307014,47.6505814,0.0
7,POINT (-122.307251 47.6506004),0.07217994930027226,0.0089408,False,False,0.005758723167176138,0.08390429171597022,-122.307251,47.6506004,0.0
8,POINT (-122.307327 47.6506081),0.07135845301701452,0.0089408,False,False,0.00524062734876717,0.08914491906473739,-122.307327,47.6506081,0.0
9,POINT (-122.307396 47.6506004),0.07136915913828581,0.0089408,False,False,0.005585424571881137,0.09473034363661852,-122.307396,47.6506004,0.0
10,POINT (-122.307465 47.6505814),0.07118178382286637,0.0089408,False,False,0.008998887278658312,0.10372923091527683,-122.307465,47.6505814,0.0
11,POINT (-122.307564 47.6505356),0.07110548608953281,0.0089408,False,False,0.010096442314836326,0.11382567323011315,-122.307564,47.6505356,0.0
12,POINT (-122.30767083333333 47.650590916666665),0.07105811571241237,0.0089408,False,False,0.01009643559235307,0.12392210882246622,-122.30767083333333,47.650590916666665,0.0
13,POINT (-122.30777766666667 47.65064623333333),0.07105241927567041,0.0089408,False,False,0.010096428869435362,0.13401853769190158,-122.30777766666667,47.65064623333333,0.0
14,POINT (-122.3078845 47.650701549999994),0.07092106068217649,0.0089408,False,False,0.010096422148888364,0.14411495984078995,-122.3078845,47.650701549999994,0.0
15,POINT (-122.30799133333333 47.65075686666666),0.07078065565416009,0.0089408,False,False,0.010096415424883681,0.15421137526567363,-122.30799133333333,47.65075686666666,0.0
16,POINT (-122.30809816666667 47.65081218333333),0.0705778064327638,0.0089408,False,False,0.01009640870238734,0.16430778396806098,-122.30809816666667,47.65081218333333,0.0
17,POINT (-122.308205 47.6508675),0.0703623741523367,0.0089408,False,False,0.0001,0.16440778396806097,-122.308205,47.6508675,0.0
18,POINT (-122.308205 47.6508675),0.07030050018950754,0.0089408,False,False,0.010979004948298277,0.17538678891635925,-122.308205,47.6508675,0.0
19,POINT (-122.308327 47.65092216666667),0.07027044917820195,0.0089408,False,False,0.01097899698028449,0.18636578589664374,-122.308327,47.65092216666667,0.0
20,POINT (-122.308449 47.65097683333333),0.07020054295679884,0.0089408,False,False,0.010978989013441921,0.19734477491008565,-122.308449,47.65097683333333,0.0
21,POINT (-122.308571 47.6510315),0.0701058842585635,0.0089408,False,False,0.0001,0.19744477491008564,-122.308571,47.6510315,0.0
22,POINT (-122.308571 47.6510315),0.06995002986667852,0.0089408,False,False,0.010150441182119583,0.20759521609220521,-122.308571,47.6510315,0.0
23,POINT (-122.30868283333334 47.651083),0.06962148466310279,0.0089408,False,False,0.010150434359243713,0.21774565045144892,-122.30868283333334,47.651083,0.0
24,POINT (-122.30879466666667 47.651134500000005),0.0692078806737084,0.0089408,False,False,0.010150427538314338,0.22789607798976325,-122.30879466666667,47.651134500000005,0.0
25,POINT (-122.3089065 47.651186),0.06873471378779891,0.0089408,False,False,0.010150420715431579,0.23804649870519481,-122.3089065,47.651186,0.0
26,POINT (-122.30901833333333 47.6512375),0.0681551600102776,0.0089408,False,False,0.01015041389411929,0.2481969125993141,-122.30901833333333,47.6512375,0.0
27,POINT (-122.30913016666666 47.651289000000006),0.06749385732370637,0.0089408,False,False,0.010150407073179567,0.25834731967249364,-122.30913016666666,47.651289000000006,0.0
28,POINT (-122.309242 47.6513405),0.06676124228630848,0.0089408,False,False,0.0001,0.2584473196724936,-122.309242,47.6513405,0.0
29,POINT (-122.309242 47.6513405),0.06600508784580877,0.0089408,False,False,0.01071914311660382,0.26916646278909745,-122.309242,47.6513405,0.0
30,POINT (-122.30935646153846 47.65139830769231),0.06527481324522626,0.0089408,False,False,0.010719135520828127,0.2798855983099256,-122.30935646153846,47.65139830769231,0.0
31,POINT (-122.30947092307692 47.65145611538462),0.06449970912266426,0.0089408,False,False,0.010719127926149466,0.2906047262360751,-122.30947092307692,47.65145611538462,0.0
