,geometry,elevation[km],speed_limit[km/s],is_stop,is_signal,point_distances[km],cumulative_distance[km],latitude,longitude,ridership changes
0,POINT (-122.401314 47.6952934),0.26204050580193017,0.011176,True,False,0.0105783786249574,0.0105783786249574,-122.401314,47.6952934,
1,POINT (-122.401352 47.695385),0.2611307872067541,0.011176,False,False,0.009377438220885423,0.01995581684584282,-122.401352,47.695385,0.0
2,POINT (-122.40123 47.6954041),0.26037851914286736,0.011176,False,False,0.00543536702319629,0.02539118386903911,-122.40123,47.6954041,0.0
3,POINT (-122.401161 47.6954193),0.25976724539206614,0.011176,False,False,0.005752243643473829,0.031143427512512936,-122.401161,47.6954193,0.0
4,POINT (-122.401085 47.6954269),0.25928050973614675,0.011176,False,False,0.006288713401869143,0.03743214091438208,-122.401085,47.6954269,0.0
5,POINT (-122.401001 47.6954269),0.2589018559569053,0.011176,False,False,0.007411697940774434,0.04484383885515651,-122.401001,47.6954269,0.0
6,POINT (-122.400902 47.6954269),0.2586148278361381,0.011176,False,False,0.005752243641589597,0.05059608249674611,-122.400902,47.6954269,0.0
7,POINT (-122.400826 47.6954193),0.2584029691556413,0.011176,False,False,0.007675096822355606,0.05827117931910172,-122.400826,47.6954193,0.0
8,POINT (-122.400726 47.6954041),0.25824982369720995,0.011176,False,False,0.007710174543935227,0.06598135386303694,-122.400726,47.6954041,0.0
9,POINT (-122.400627 47.695385),0.25814760095932776,0.011176,False,False,0.006073484335793117,0.07205483819883006,-122.400627,47.695385,0.0
10,POINT (-122.400551 47.6953659),0.257976824403177,0.011176,False,False,0.00663788221011622,0.07869272040894627,-122.400551,47.6953659,0.0
11,POINT (-122.400467 47.6953468),0.25782148426162077,0.011176,False,False,0.006954709709568522,0.08564743011851479,-122.400467,47.6953468,0.0
12,POINT (-122.400383 47.6953201),0.2576777790648268,0.011176,False,False,0.007583372345814698,0.09323080246432949,-122.400383,47.6953201,0.0
13,POINT (-122.400299 47.695282),0.2575420748589565,0.011176,False,False,0.008260660446791877,0.10149146291112138,-122.400299,47.695282,0.0
14,POINT (-122.400208 47.69524),0.2574153229799051,0.011176,False,False,0.006681646089515871,0.10817310900063724,-122.400208,47.69524,0.0
15,POINT (-122.400139 47.6952019),0.25735875850712797,0.011176,False,False,0.006503545050033671,0.11467665405067091,-122.400139,47.6952019,0.0
16,POINT (-122.400085 47.6951561),0.25743706226644003,0.011176,False,False,0.006129321272880619,0.12080597532355153,-122.400085,47.6951561,0.0
